runs,likelihood,depth,output
210,0.9518072289156626,17,"(4.0, 2.0, 0.3, 0.01)"
235,0.96875,17,"(4.0, 2.0, 0.3, 0.01)"
260,1.0,17,"(4.0, 2.0, 0.3, 0.01)"
