runs,likelihood,depth,output
13640,0.9427083333333334,17,"(4.0, 2.0, 0.4, 0.01)"
13665,0.952755905511811,17,"(4.0, 2.0, 0.4, 0.01)"
13690,0.9414893617021277,17,"(4.0, 2.0, 0.4, 0.01)"
13715,0.9572192513368984,17,"(4.0, 2.0, 0.4, 0.01)"
13740,0.9768637532133676,17,"(4.0, 2.0, 0.4, 0.01)"
13765,0.9629629629629629,17,"(4.0, 2.0, 0.4, 0.01)"
13790,0.9817708333333334,17,"(4.0, 2.0, 0.4, 0.01)"
13800,0.9557291666666666,17,"(4.0, 2.0, 0.4, 0.01)"
13825,0.9661458333333334,17,"(4.0, 2.0, 0.4, 0.01)"
13850,0.9631578947368421,17,"(4.0, 2.0, 0.4, 0.01)"
13875,0.9720812182741116,17,"(4.0, 2.0, 0.4, 0.01)"
13900,0.9666666666666667,17,"(4.0, 2.0, 0.4, 0.01)"
13925,0.9691516709511568,17,"(4.0, 2.0, 0.4, 0.01)"
13950,0.9668367346938775,17,"(4.0, 2.0, 0.4, 0.01)"
13975,0.9693877551020408,17,"(4.0, 2.0, 0.4, 0.01)"
14000,0.9692307692307692,17,"(4.0, 2.0, 0.4, 0.01)"
14025,0.9874371859296482,17,"(4.0, 2.0, 0.4, 0.01)"
14050,0.9795918367346939,17,"(4.0, 2.0, 0.4, 0.01)"
14075,0.9794344473007712,17,"(4.0, 2.0, 0.4, 0.01)"
14100,0.9621212121212122,17,"(4.0, 2.0, 0.4, 0.01)"
14125,0.9872448979591837,17,"(4.0, 2.0, 0.4, 0.01)"
14150,0.9873417721518988,17,"(4.0, 2.0, 0.4, 0.01)"
14175,0.9772727272727273,17,"(4.0, 2.0, 0.4, 0.01)"
14200,0.9770992366412213,17,"(4.0, 2.0, 0.4, 0.01)"
14225,0.9619289340101523,17,"(4.0, 2.0, 0.4, 0.01)"
14250,0.9667519181585678,17,"(4.0, 2.0, 0.4, 0.01)"
14275,0.9667519181585678,17,"(4.0, 2.0, 0.4, 0.01)"
14300,0.9537275064267352,17,"(4.0, 2.0, 0.4, 0.01)"
14325,0.9565217391304348,17,"(4.0, 2.0, 0.4, 0.01)"
14350,0.9794344473007712,17,"(4.0, 2.0, 0.4, 0.01)"
14375,0.9440203562340967,17,"(4.0, 2.0, 0.4, 0.01)"
14400,0.948849104859335,17,"(4.0, 2.0, 0.4, 0.01)"
14425,0.9695431472081218,17,"(4.0, 2.0, 0.4, 0.01)"
14450,0.9694656488549618,17,"(4.0, 2.0, 0.4, 0.01)"
14475,0.959079283887468,17,"(4.0, 2.0, 0.4, 0.01)"
14500,0.9491094147582697,17,"(4.0, 2.0, 0.4, 0.01)"
14525,0.9641943734015346,17,"(4.0, 2.0, 0.4, 0.01)"
14550,0.9616368286445013,17,"(4.0, 2.0, 0.4, 0.01)"
14575,0.9565217391304348,17,"(4.0, 2.0, 0.4, 0.01)"
14600,0.9638242894056848,17,"(4.0, 2.0, 0.4, 0.01)"
14625,0.9668367346938775,17,"(4.0, 2.0, 0.4, 0.01)"
14650,0.9434447300771208,17,"(4.0, 2.0, 0.4, 0.01)"
14675,0.9457364341085271,17,"(4.0, 2.0, 0.4, 0.01)"
14700,0.9559585492227979,17,"(4.0, 2.0, 0.4, 0.01)"
14725,0.9561855670103093,17,"(4.0, 2.0, 0.4, 0.01)"
14750,0.9434447300771208,17,"(4.0, 2.0, 0.4, 0.01)"
14775,0.9438775510204082,17,"(4.0, 2.0, 0.4, 0.01)"
14800,0.9390862944162437,17,"(4.0, 2.0, 0.4, 0.01)"
14825,0.9567430025445293,17,"(4.0, 2.0, 0.4, 0.01)"
14850,0.9540816326530612,17,"(4.0, 2.0, 0.4, 0.01)"
14875,0.9584415584415584,17,"(4.0, 2.0, 0.4, 0.01)"
14900,0.9386189258312021,17,"(4.0, 2.0, 0.4, 0.01)"
14925,0.9620253164556962,17,"(4.0, 2.0, 0.4, 0.01)"
14950,0.9539641943734015,17,"(4.0, 2.0, 0.4, 0.01)"
14975,0.9620253164556962,17,"(4.0, 2.0, 0.4, 0.01)"
15000,0.9544303797468354,17,"(4.0, 2.0, 0.4, 0.01)"
15025,0.9518987341772152,17,"(4.0, 2.0, 0.4, 0.01)"
15050,0.9472361809045227,17,"(4.0, 2.0, 0.4, 0.01)"
15075,0.952020202020202,17,"(4.0, 2.0, 0.4, 0.01)"
15100,0.9720101781170484,17,"(4.0, 2.0, 0.4, 0.01)"
15125,0.9622166246851386,17,"(4.0, 2.0, 0.4, 0.01)"
15150,0.9416243654822335,17,"(4.0, 2.0, 0.4, 0.01)"
15160,0.9771573604060914,17,"(4.0, 2.0, 0.4, 0.01)"
15185,0.9545454545454546,17,"(4.0, 2.0, 0.4, 0.01)"
15210,0.9622166246851386,17,"(4.0, 2.0, 0.4, 0.01)"
15235,0.9240506329113924,17,"(4.0, 2.0, 0.4, 0.01)"
15260,0.9221105527638191,17,"(4.0, 2.0, 0.4, 0.01)"
15285,0.916243654822335,17,"(4.0, 2.0, 0.4, 0.01)"
15310,0.9618320610687023,17,"(4.0, 2.0, 0.4, 0.01)"
15335,0.9696969696969697,17,"(4.0, 2.0, 0.4, 0.01)"
15360,0.9465648854961832,17,"(4.0, 2.0, 0.4, 0.01)"
15385,0.95,17,"(4.0, 2.0, 0.4, 0.01)"
15410,0.9517766497461929,17,"(4.0, 2.0, 0.4, 0.01)"
15435,0.946969696969697,17,"(4.0, 2.0, 0.4, 0.01)"
15460,0.9721518987341772,17,"(4.0, 2.0, 0.4, 0.01)"
15485,0.9720812182741116,17,"(4.0, 2.0, 0.4, 0.01)"
15510,0.9448621553884712,17,"(4.0, 2.0, 0.4, 0.01)"
15535,0.9544303797468354,17,"(4.0, 2.0, 0.4, 0.01)"
15560,0.9620253164556962,17,"(4.0, 2.0, 0.4, 0.01)"
15585,0.9671717171717171,17,"(4.0, 2.0, 0.4, 0.01)"
15610,0.964824120603015,17,"(4.0, 2.0, 0.4, 0.01)"
15635,0.9746835443037974,17,"(4.0, 2.0, 0.4, 0.01)"
15660,0.9541984732824428,17,"(4.0, 2.0, 0.4, 0.01)"
15685,0.9593908629441624,17,"(4.0, 2.0, 0.4, 0.01)"
15695,0.9523809523809523,17,"(4.0, 2.0, 0.4, 0.01)"
15720,0.9496221662468514,17,"(4.0, 2.0, 0.4, 0.01)"
15745,0.9565217391304348,17,"(4.0, 2.0, 0.4, 0.01)"
15770,0.9554973821989529,17,"(4.0, 2.0, 0.4, 0.01)"
15795,0.9487870619946092,17,"(4.0, 2.0, 0.4, 0.01)"
15820,0.967551622418879,17,"(4.0, 2.0, 0.4, 0.01)"
15845,0.9564032697547684,17,"(4.0, 2.0, 0.4, 0.01)"
15870,0.9622641509433962,17,"(4.0, 2.0, 0.4, 0.01)"
15895,0.9444444444444444,17,"(4.0, 2.0, 0.4, 0.01)"
15920,0.9746192893401016,17,"(4.0, 2.0, 0.4, 0.01)"
15945,0.959493670886076,17,"(4.0, 2.0, 0.4, 0.01)"
15970,0.947103274559194,17,"(4.0, 2.0, 0.4, 0.01)"
15995,0.9622166246851386,17,"(4.0, 2.0, 0.4, 0.01)"
16020,0.9797979797979798,17,"(4.0, 2.0, 0.4, 0.01)"
16045,0.9674185463659147,17,"(4.0, 2.0, 0.4, 0.01)"
16070,0.9544303797468354,17,"(4.0, 2.0, 0.4, 0.01)"
16095,0.9595959595959596,17,"(4.0, 2.0, 0.4, 0.01)"
16120,0.9621212121212122,17,"(4.0, 2.0, 0.4, 0.01)"
16145,0.959493670886076,17,"(4.0, 2.0, 0.4, 0.01)"
16170,0.9595959595959596,17,"(4.0, 2.0, 0.4, 0.01)"
16195,0.9573934837092731,17,"(4.0, 2.0, 0.4, 0.01)"
16220,0.9621212121212122,17,"(4.0, 2.0, 0.4, 0.01)"
16245,0.9521410579345088,17,"(4.0, 2.0, 0.4, 0.01)"
16270,0.9670886075949368,17,"(4.0, 2.0, 0.4, 0.01)"
16295,0.9619289340101523,17,"(4.0, 2.0, 0.4, 0.01)"
16320,0.9422110552763819,17,"(4.0, 2.0, 0.4, 0.01)"
16345,0.9348370927318296,17,"(4.0, 2.0, 0.4, 0.01)"
16370,0.9420654911838791,17,"(4.0, 2.0, 0.4, 0.01)"
16395,0.9620253164556962,17,"(4.0, 2.0, 0.4, 0.01)"
16420,0.9285714285714286,17,"(4.0, 2.0, 0.4, 0.01)"
16445,0.9620253164556962,17,"(4.0, 2.0, 0.4, 0.01)"
16470,0.947103274559194,17,"(4.0, 2.0, 0.4, 0.01)"
16495,0.9444444444444444,17,"(4.0, 2.0, 0.4, 0.01)"
16520,0.9671717171717171,17,"(4.0, 2.0, 0.4, 0.01)"
16545,0.9341772151898734,17,"(4.0, 2.0, 0.4, 0.01)"
16570,0.9296482412060302,17,"(4.0, 2.0, 0.4, 0.01)"
16595,0.9441624365482234,17,"(4.0, 2.0, 0.4, 0.01)"
16620,0.9111675126903553,17,"(4.0, 2.0, 0.4, 0.01)"
16645,0.9547738693467337,17,"(4.0, 2.0, 0.4, 0.01)"
16670,0.9445843828715366,17,"(4.0, 2.0, 0.4, 0.01)"
16695,0.9392405063291139,17,"(4.0, 2.0, 0.4, 0.01)"
16720,0.9444444444444444,17,"(4.0, 2.0, 0.4, 0.01)"
16745,0.9547738693467337,17,"(4.0, 2.0, 0.4, 0.01)"
16770,0.9570707070707071,17,"(4.0, 2.0, 0.4, 0.01)"
16795,0.9522613065326633,17,"(4.0, 2.0, 0.4, 0.01)"
16820,0.9547738693467337,17,"(4.0, 2.0, 0.4, 0.01)"
16845,0.9393939393939394,17,"(4.0, 2.0, 0.4, 0.01)"
16870,0.9619289340101523,17,"(4.0, 2.0, 0.4, 0.01)"
16895,0.9246231155778895,17,"(4.0, 2.0, 0.4, 0.01)"
16920,0.9723618090452262,17,"(4.0, 2.0, 0.4, 0.01)"
16945,0.9644670050761421,17,"(4.0, 2.0, 0.4, 0.01)"
16970,0.9722222222222222,17,"(4.0, 2.0, 0.4, 0.01)"
16995,0.9720101781170484,17,"(4.0, 2.0, 0.4, 0.01)"
17020,0.9847715736040609,17,"(4.0, 2.0, 0.4, 0.01)"
17030,0.9621212121212122,17,"(4.0, 2.0, 0.4, 0.01)"
17055,0.9873096446700508,17,"(4.0, 2.0, 0.4, 0.01)"
17080,0.9698492462311558,17,"(4.0, 2.0, 0.4, 0.01)"
17105,0.9798994974874372,17,"(4.0, 2.0, 0.4, 0.01)"
17130,0.9847715736040609,17,"(4.0, 2.0, 0.4, 0.01)"
17155,0.9847328244274809,17,"(4.0, 2.0, 0.4, 0.01)"
17180,0.9718670076726342,17,"(4.0, 2.0, 0.4, 0.01)"
17205,0.987146529562982,17,"(4.0, 2.0, 0.4, 0.01)"
17230,0.9619289340101523,17,"(4.0, 2.0, 0.4, 0.01)"
17255,0.9746835443037974,17,"(4.0, 2.0, 0.4, 0.01)"
17280,0.9923664122137404,17,"(4.0, 2.0, 0.4, 0.01)"
17305,0.9948717948717949,17,"(4.0, 2.0, 0.4, 0.01)"
17330,0.958974358974359,17,"(4.0, 2.0, 0.4, 0.01)"
17355,0.9719387755102041,17,"(4.0, 2.0, 0.4, 0.01)"
17380,0.9818181818181818,17,"(4.0, 2.0, 0.4, 0.01)"
17405,0.9668367346938775,17,"(4.0, 2.0, 0.4, 0.01)"
17430,0.9591836734693877,17,"(4.0, 2.0, 0.4, 0.01)"
17455,0.9743589743589743,17,"(4.0, 2.0, 0.4, 0.01)"
17480,0.9695431472081218,17,"(4.0, 2.0, 0.4, 0.01)"
17505,0.9672544080604534,17,"(4.0, 2.0, 0.4, 0.01)"
17530,0.9672544080604534,17,"(4.0, 2.0, 0.4, 0.01)"
17555,0.979539641943734,17,"(4.0, 2.0, 0.4, 0.01)"
17580,0.9697732997481109,17,"(4.0, 2.0, 0.4, 0.01)"
17605,0.9824120603015075,17,"(4.0, 2.0, 0.4, 0.01)"
17630,0.9624060150375939,17,"(4.0, 2.0, 0.4, 0.01)"
17655,0.9698492462311558,17,"(4.0, 2.0, 0.4, 0.01)"
17680,0.9799498746867168,17,"(4.0, 2.0, 0.4, 0.01)"
17705,0.9849624060150376,17,"(4.0, 2.0, 0.4, 0.01)"
17730,0.9625,17,"(4.0, 2.0, 0.4, 0.01)"
17755,0.96,17,"(4.0, 2.0, 0.4, 0.01)"
17780,0.9625,17,"(4.0, 2.0, 0.4, 0.01)"
17805,0.9675,17,"(4.0, 2.0, 0.4, 0.01)"
17830,0.9675,17,"(4.0, 2.0, 0.4, 0.01)"
17855,0.9725,17,"(4.0, 2.0, 0.4, 0.01)"
17880,0.9525,17,"(4.0, 2.0, 0.4, 0.01)"
17905,0.9575,17,"(4.0, 2.0, 0.4, 0.01)"
17930,0.975,17,"(4.0, 2.0, 0.4, 0.01)"
17955,0.9521410579345088,17,"(4.0, 2.0, 0.4, 0.01)"
17980,0.9622166246851386,17,"(4.0, 2.0, 0.4, 0.01)"
18005,0.9625,17,"(4.0, 2.0, 0.4, 0.01)"
18030,0.95,17,"(4.0, 2.0, 0.4, 0.01)"
18055,0.9825,17,"(4.0, 2.0, 0.4, 0.01)"
18080,0.9575,17,"(4.0, 2.0, 0.4, 0.01)"
18105,0.9475,17,"(4.0, 2.0, 0.4, 0.01)"
18130,0.9625,17,"(4.0, 2.0, 0.4, 0.01)"
18155,0.9825,17,"(4.0, 2.0, 0.4, 0.01)"
18180,0.97,17,"(4.0, 2.0, 0.4, 0.01)"
18205,0.9825,17,"(4.0, 2.0, 0.4, 0.01)"
18230,0.99,17,"(4.0, 2.0, 0.4, 0.01)"
18255,0.975,17,"(4.0, 2.0, 0.4, 0.01)"
18280,0.99,17,"(4.0, 2.0, 0.4, 0.01)"
18290,0.9825,17,"(4.0, 2.0, 0.4, 0.01)"
18315,0.99,17,"(4.0, 2.0, 0.4, 0.01)"
18340,0.9875,17,"(4.0, 2.0, 0.4, 0.01)"
18365,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18390,0.9875,17,"(4.0, 2.0, 0.4, 0.01)"
18415,0.995,17,"(4.0, 2.0, 0.4, 0.01)"
18440,0.995,17,"(4.0, 2.0, 0.4, 0.01)"
18465,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18490,0.9975,17,"(4.0, 2.0, 0.4, 0.01)"
18515,0.9925,17,"(4.0, 2.0, 0.4, 0.01)"
18540,0.985,17,"(4.0, 2.0, 0.4, 0.01)"
18565,0.9875,17,"(4.0, 2.0, 0.4, 0.01)"
18590,0.99,17,"(4.0, 2.0, 0.4, 0.01)"
18615,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18640,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18665,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18690,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18715,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18740,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18765,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18790,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18815,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18840,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18865,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18890,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18915,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18940,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18965,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
18990,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19015,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19040,0.9975,17,"(4.0, 2.0, 0.4, 0.01)"
19065,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19090,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19115,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19140,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19165,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19190,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19200,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19225,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19250,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19275,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19300,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19325,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19350,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19375,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19400,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19425,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19450,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19475,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19500,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19525,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19550,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19575,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19600,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19625,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19650,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19675,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19700,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19725,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19750,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19775,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19800,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19825,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19850,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19875,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19900,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19925,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19950,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
19975,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20000,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20025,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20050,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20075,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20100,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20125,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20150,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20175,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20200,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20225,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20250,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20275,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20300,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20325,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20335,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20360,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20385,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20410,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20435,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20460,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20485,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20510,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20535,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20560,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20585,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20610,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20635,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20660,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20685,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20710,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20735,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20760,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20785,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20810,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20835,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20860,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20885,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20910,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20935,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20960,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
20985,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21010,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21035,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21060,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21085,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21110,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21135,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21160,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21185,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21210,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21235,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21260,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21285,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21310,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21335,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21360,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21385,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21410,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21435,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21460,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21485,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21510,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21535,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21560,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21585,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21610,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21635,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21660,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21685,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21710,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21735,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
21745,1.0,17,"(4.0, 2.0, 0.4, 0.01)"
